fips,population,population_density,median_household_income,unemployment_rate,pct_college_educated,ag_employment_share
22029,18677,26.79,38929,0.1196,0.1756,0.0997
22031,26821,30.6,49807,0.069,0.1632,0.0719
22033,454369,997.51,62083,0.0709,0.3818,0.0088
22035,7371,17.51,30856,0.151,0.1179,0.0408
22037,19452,42.91,64709,0.0547,0.1613,0.0328
22039,32335,48.81,34526,0.1402,0.1223,0.076
22041,19752,31.64,41129,0.0918,0.1535,0.143
22043,22185,34.49,57362,0.0398,0.1203,0.0555
22045,69958,121.94,55190,0.0634,0.1416,0.0949
22047,30210,48.83,59410,0.0751,0.1493,0.031
22049,15093,26.51,40406,0.049,0.1283,0.0544
22051,436171,1449.32,63257,0.0601,0.2978,0.0104
22053,32277,49.54,52470,0.0402,0.152,0.1019
22055,243175,904.58,66617,0.0525,0.3464,0.0592
22057,97220,91.05,61381,0.0648,0.1862,0.0704
22059,14764,23.63,59926,0.046,0.177,0.1592
22061,48323,102.46,37001,0.0415,0.3657,0.0324
22063,143425,221.29,77978,0.0449,0.2174,0.0231
22065,10028,16.07,34508,0.0582,0.1402,0.0895
22067,25438,32.0,37875,0.0882,0.1287,0.0292
22069,37478,29.9,41310,0.089,0.2283,0.0408
22071,380408,2244.44,51116,0.0843,0.4074,0.0093
22073,159585,261.47,49261,0.0647,0.2582,0.0141
22075,23305,29.87,77996,0.0442,0.19,0.0664
22077,20652,37.09,53045,0.0739,0.1477,0.0354
22079,129536,98.1,55407,0.0567,0.223,0.0249
22081,7631,19.62,43821,0.0335,0.1064,0.0775
22083,20028,36.05,48125,0.068,0.1633,0.0748
22085,22209,25.63,40777,0.0746,0.1331,0.1431
22087,44038,116.65,55857,0.0801,0.1682,0.022
22089,52191,187.91,79191,0.067,0.2716,0.0129
22091,10872,26.61,46402,0.2149,0.1201,0.0823
22093,20090,84.46,62946,0.036,0.1867,0.0197
22095,41986,195.76,65114,0.0932,0.1638,0.0094
22097,82574,89.36,44478,0.0692,0.1412,0.0592
22099,51856,70.32,50806,0.0618,0.142,0.0806
22101,49114,88.36,47322,0.0588,0.1232,0.0868
22103,266168,314.9,76914,0.0525,0.3639,0.0208
22105,133953,169.31,55274,0.056,0.2149,0.0178
22107,4127,6.84,35653,0.1239,0.1422,0.1712
22109,108862,88.52,63088,0.0588,0.1705,0.0946
22111,21049,24.0,47068,0.0544,0.1737,0.0996
22113,57202,48.74,56194,0.0616,0.1874,0.1289
22115,48452,36.52,56547,0.0611,0.1873,0.0377
22117,45514,67.97,41803,0.105,0.1172,0.0305
22119,36761,61.96,34263,0.0526,0.1441,0.0696
22121,27377,142.33,80510,0.0757,0.2308,0.0191
22123,9800,27.25,45035,0.0455,0.1143,0.127
22125,15358,38.08,71985,0.0895,0.2116,0.0073
22127,13665,14.38,44922,0.0395,0.1327,0.0848
23001,111532,238.34,64500,0.0485,0.2281,0.0134
23003,67237,10.08,50843,0.0575,0.214,0.067
23005,303357,362.77,87710,0.0323,0.5063,0.0112
23007,29839,17.58,56890,0.0444,0.2878,0.0334
23009,55851,35.19,64149,0.0387,0.366,0.0672
23011,124003,142.95,62118,0.041,0.2987,0.0198
23013,40729,111.54,68904,0.0377,0.3785,0.0573
23015,35466,77.8,69638,0.0335,0.3923,0.0446
23017,58276,28.06,54780,0.0548,0.2148,0.0362
23019,152640,44.93,59438,0.0427,0.2978,0.017
23021,16936,4.28,51805,0.0486,0.2083,0.0334
23023,36868,145.17,77591,0.0441,0.3866,0.0134
23025,50656,12.91,53527,0.0421,0.1975,0.0355
23027,39772,54.48,62694,0.0463,0.3326,0.0414
23029,31096,12.13,51669,0.0702,0.2463,0.1057
23031,212691,214.58,79743,0.034,0.3319,0.0114
24001,68161,161.44,55248,0.0676,0.2083,0.0105
24003,588109,1417.78,116009,0.0416,0.4413,0.0027
24005,850737,1421.79,88157,0.0523,0.4116,0.0038
24009,93244,437.38,128078,0.0318,0.3558,0.0046
24011,33320,104.31,65326,0.0461,0.1771,0.058
24013,173225,386.98,111672,0.0315,0.3875,0.0111
24015,103876,299.96,86869,0.0489,0.2675,0.0126
24017,167035,364.85,116882,0.0489,0.3106,0.0024
24019,32557,60.21,57490,0.0548,0.1915,0.0468
24021,273829,414.52,115724,0.0372,0.4363,0.0105
24023,28856,44.46,64447,0.0463,0.2462,0.0297
24025,261059,597.22,106417,0.0369,0.3877,0.0045
24027,332011,1323.02,140971,0.0378,0.6401,0.0034
24029,19289,69.63,71635,0.0328,0.3735,0.0613
24031,1056910,2143.36,125583,0.0484,0.6003,0.0028
24033,957189,1983.2,97935,0.0669,0.3563,0.0022
24035,50316,135.37,108332,0.0363,0.3657,0.0194
24037,113814,317.37,113668,0.0365,0.3492,0.0098
24039,24672,77.16,52149,0.0704,0.1685,0.0376
24041,37663,140.24,81667,0.0317,0.4145,0.0209
24043,154645,337.83,73017,0.0499,0.2298,0.0115
24045,103815,277.26,69421,0.0687,0.2895,0.0169
24047,52827,112.78,76689,0.0652,0.3209,0.0257
24510,584548,7221.45,58349,0.0692,0.349,0.0024
25001,229436,582.0,90447,0.0447,0.4606,0.008
25003,128763,138.92,69744,0.0531,0.3796,0.0093
25005,576699,1042.64,80628,0.0572,0.2968,0.0066
25007,20543,199.06,93225,0.0705,0.4316,0.0165
25009,806103,1636.69,94378,0.053,0.4174,0.004
25011,70980,101.51,70383,0.0569,0.398,0.0294
25013,464575,752.96,66619,0.0621,0.2865,0.0056
25015,153931,291.96,84025,0.0527,0.504,0.0077
25017,1623109,1984.59,121304,0.0441,0.5847,0.0031
25019,14065,304.49,135590,0.0554,0.5737,0.0089
25021,722112,1823.02,120621,0.05,0.5629,0.0026
25023,529548,804.17,105387,0.0518,0.4054,0.0057
25025,785443,13483.11,87669,0.0672,0.4924,0.0013
25027,858898,568.55,88524,0.0556,0.3837,0.0043
26001,10238,15.18,50295,0.0632,0.1998,0.0356
26003,8866,9.69,55528,0.0508,0.2071,0.047
26005,120189,145.64,75543,0.0337,0.2413,0.0223
26007,28911,50.55,49133,0.0735,0.1673,0.0224
26009,23662,49.74,68850,0.0456,0.3245,0.0311
26011,15031,41.39,53487,0.0723,0.1458,0.0425
26013,8245,9.18,51911,0.0492,0.1556,0.0381
26015,62581,113.15,75182,0.0526,0.2363,0.0275
26017,103752,234.52,57887,0.0483,0.2009,0.0114
26019,18058,56.48,71327,0.0447,0.3244,0.0149
26021,153938,271.12,60379,0.066,0.3008,0.0132
26023,44795,88.46,60600,0.0489,0.1606,0.0321
26025,134011,189.75,58191,0.0679,0.2204,0.0186
26027,51604,105.29,65183,0.05,0.2117,0.0185
26029,26174,62.87,69764,0.0381,0.3299,0.014
26031,25709,35.94,59557,0.072,0.2251,0.0167
26033,36670,23.53,58408,0.077,0.2287,0.0173
26035,30998,54.93,47816,0.093,0.1216,0.0284
26037,79249,139.93,82594,0.037,0.3224,0.02
26039,13197,23.72,57998,0.061,0.1957,0.0258
26041,36839,31.46,53852,0.0515,0.197,0.0228
26043,25937,34.09,59651,0.0382,0.2388,0.0184
26045,109072,189.62,77158,0.0483,0.3028,0.0108
26047,34072,72.88,69690,0.0379,0.3788,0.0098
26049,405280,636.29,58594,0.0849,0.2279,0.0077
26051,25461,50.74,53717,0.0688,0.1437,0.0206
26053,14597,13.24,47913,0.06,0.2237,0.0367
26055,95315,205.27,75553,0.039,0.3866,0.0142
26057,41534,73.07,57934,0.0491,0.1813,0.0363
26059,45698,76.4,59425,0.0441,0.1956,0.0316
26061,37414,37.08,52736,0.0617,0.3577,0.0113
26063,31461,37.63,54475,0.0526,0.1659,0.0853
26065,282540,508.09,62548,0.0642,0.4064,0.0063
26067,66663,116.68,71720,0.0533,0.1684,0.0461
26069,25319,46.11,46224,0.0741,0.1633,0.0231
26071,11585,9.94,52241,0.0461,0.1985,0.0313
26073,64938,113.39,52638,0.0716,0.3065,0.0241
26075,160637,228.86,62581,0.0632,0.2248,0.0104
26077,261426,465.21,67905,0.0644,0.4048,0.0101
26079,17934,32.04,56380,0.046,0.1734,0.0413
26081,657321,774.29,76247,0.0448,0.3859,0.0074
26083,2088,3.87,55560,0.0467,0.3829,0.0038
26085,12285,21.64,45946,0.0746,0.1216,0.0297
26087,88687,137.08,75402,0.0532,0.1911,0.0195
26089,22426,64.59,82345,0.0321,0.4864,0.0349
26091,99263,132.42,65484,0.0556,0.2248,0.0271
26093,194302,343.72,96135,0.0396,0.3814,0.0064
26095,5442,6.05,51015,0.083,0.1728,0.0466
26097,10843,10.61,60620,0.1013,0.2572,0.035
26099,878453,1832.62,73876,0.0575,0.268,0.0029
26101,25058,46.2,59467,0.0658,0.2252,0.0252
26103,66376,36.69,63115,0.0561,0.3468,0.039
26105,29178,58.95,60744,0.0485,0.242,0.0351
26107,40128,72.28,54132,0.0551,0.2375,0.027
26109,23433,22.44,54074,0.0452,0.1666,0.0363
26111,83503,161.37,73643,0.0498,0.3562,0.0086
26113,15089,26.72,57667,0.0687,0.1686,0.0852
26115,154823,281.83,72573,0.0567,0.226,0.01
26117,66901,94.85,61250,0.0425,0.1436,0.0333
26119,9261,16.94,46345,0.062,0.1519,0.044
26121,175947,349.16,61347,0.0746,0.2069,0.0076
26123,50130,59.76,59065,0.0466,0.1826,0.041
26125,1272264,1466.97,92620,0.0477,0.4953,0.0029
26127,26707,49.63,60691,0.0504,0.196,0.1055
26129,20820,36.95,50377,0.0709,0.1457,0.039
26131,5862,4.47,48316,0.0631,0.1521,0.0837
26133,23022,40.65,54875,0.0766,0.1654,0.0452
26135,8264,14.61,48692,0.0889,0.1378,0.0332
26137,25221,48.97,62865,0.0479,0.2626,0.0304
26139,296183,525.59,83932,0.0378,0.365,0.0122
26141,13083,19.86,55986,0.0644,0.1983,0.0726
26143,23556,45.31,49898,0.0573,0.1851,0.0133
26145,189821,237.04,56579,0.0665,0.2288,0.0127
26147,160257,222.11,66887,0.0671,0.199,0.0114
26149,60887,121.63,62281,0.0525,0.1718,0.0324
26151,40759,42.34,55740,0.0655,0.1527,0.0811
26153,8062,6.88,55071,0.0792,0.2014,0.0537
26155,68124,128.3,62498,0.0405,0.1918,0.0136
26157,53218,66.12,59815,0.0611,0.153,0.0386
26159,75636,124.44,65531,0.0466,0.2222,0.028
26161,370231,524.4,84245,0.0469,0.5742,0.0051
26163,1781641,2911.95,57223,0.0897,0.265,0.0029
26165,33766,59.77,58652,0.0634,0.1985,0.0214
27001,15859,8.71,56406,0.0583,0.1834,0.0372
27003,363985,862.6,95782,0.0403,0.3145,0.0064
27005,35202,26.77,68683,0.0427,0.2631,0.0459
27007,46274,18.47,62173,0.0535,0.3144,0.0248
27009,41300,101.15,70346,0.0371,0.2365,0.0186
27011,5161,10.34,63024,0.0199,0.2034,0.1288
27013,69022,92.29,70906,0.0374,0.3516,0.024
27015,25880,42.35,67038,0.0273,0.2394,0.0779
27017,36362,42.22,74660,0.0466,0.251,0.0117
27019,107216,302.85,116308,0.0309,0.4976,0.0182
27021,30288,14.98,61970,0.0637,0.2485,0.0286
27023,12466,21.45,62112,0.0522,0.1979,0.0675
27025,56927,137.21,97446,0.0373,0.2357,0.0083
27027,65307,62.48,75006,0.0398,0.3669,0.0242
27029,8541,8.55,62723,0.0759,0.1826,0.0474
27031,5611,3.86,71937,0.0307,0.464,0.0132
27033,11481,17.94,63586,0.0393,0.2251,0.1156
27035,66558,66.67,65975,0.0504,0.2716,0.0143
27037,439179,780.71,101360,0.0368,0.4412,0.0063
27039,20893,47.56,92890,0.0286,0.303,0.0517
27041,39081,61.36,72472,0.0305,0.2841,0.0255
27043,13931,19.55,64000,0.0425,0.214,0.0973
27045,21251,24.67,73234,0.0317,0.2329,0.0824
27047,30857,43.63,65679,0.0435,0.1707,0.0476
27049,47697,63.03,78338,0.0396,0.2779,0.0488
27051,6091,11.12,67600,0.0374,0.1904,0.1152
27053,1270787,2293.69,92595,0.0433,0.5257,0.0047
27055,18826,34.1,71580,0.0155,0.2668,0.0382
27057,21479,23.2,67197,0.0428,0.2959,0.0376
27059,41257,94.68,84063,0.0422,0.197,0.0128
27061,45054,16.89,63962,0.062,0.2467,0.0371
27063,9990,14.21,68368,0.0203,0.2308,0.0953
27065,16145,30.95,68995,0.0438,0.1498,0.0209
27067,43686,54.79,73285,0.0384,0.259,0.0424
27069,4191,3.81,66000,0.0306,0.2721,0.1369
27071,12072,3.89,59779,0.0506,0.1708,0.029
27073,6736,8.8,66967,0.0214,0.2078,0.1582
27075,10915,5.18,73860,0.0276,0.2605,0.054
27077,3786,2.92,61667,0.0207,0.2123,0.033
27079,28795,64.18,87180,0.0359,0.2466,0.0386
27081,5630,10.49,64750,0.027,0.2235,0.148
27083,25352,35.49,68919,0.0304,0.2751,0.0734
27085,36727,74.72,73296,0.0318,0.1891,0.0277
27087,5389,9.66,52739,0.1034,0.1371,0.0872
27089,9017,5.08,69396,0.0286,0.1851,0.1404
27091,19960,28.02,61674,0.0519,0.2308,0.107
27093,23352,38.41,75926,0.0254,0.2003,0.0575
27095,26680,46.62,68088,0.0469,0.1666,0.0218
27097,34023,30.24,66264,0.0409,0.1747,0.0615
27099,40082,56.35,66972,0.0319,0.2399,0.0346
27101,8170,11.59,71500,0.0296,0.2158,0.1248
27103,34380,76.64,79113,0.0186,0.3491,0.0319
27105,22194,31.04,62973,0.0299,0.1705,0.0735
27107,6457,7.4,65278,0.0513,0.2187,0.1526
27109,162307,248.36,90420,0.0343,0.4766,0.0105
27111,60072,30.47,67990,0.0528,0.2656,0.0494
27113,13995,22.7,71504,0.0189,0.1966,0.0315
27115,29090,20.61,65059,0.0585,0.154,0.0317
27117,9380,20.17,68341,0.0291,0.2052,0.0895
27119,31128,15.79,69540,0.0341,0.2667,0.0701
27121,11312,16.9,71212,0.0099,0.2239,0.0775
27123,547202,3594.15,78108,0.0474,0.4472,0.0058
27125,3912,9.05,73889,0.0145,0.1734,0.0712
27127,15428,17.56,65617,0.0172,0.2,0.1157
27129,14707,14.96,66313,0.0309,0.1796,0.1193
27131,67152,135.43,78214,0.0533,0.2995,0.0327
27133,9659,20.02,75060,0.0278,0.2742,0.0957
27135,15294,9.15,70122,0.0433,0.1997,0.0623
27137,200122,32.03,66491,0.0461,0.3167,0.0316
27139,151347,424.81,118268,0.0318,0.4288,0.0117
27141,97820,225.96,99431,0.0302,0.2727,0.0092
27143,14950,25.39,74781,0.032,0.1785,0.0956
27145,158622,118.13,73105,0.0444,0.2845,0.0313
27147,37396,87.04,79722,0.0341,0.2835,0.0361
27149,9682,17.18,69737,0.0136,0.2861,0.1607
27151,9806,13.22,58362,0.037,0.2288,0.1483
27153,25277,26.75,63216,0.0408,0.1484,0.0857
27155,3345,5.83,63456,0.0401,0.1619,0.2025
27157,21460,41.04,75063,0.0223,0.267,0.068
27159,14108,26.3,54747,0.0609,0.1836,0.0761
27161,18953,44.77,71856,0.033,0.2197,0.0572
27163,268651,698.31,110828,0.0302,0.4789,0.0083
27165,11205,25.76,65197,0.0608,0.1819,0.0902
27167,6454,8.59,67114,0.0505,0.2421,0.1194
27169,49792,79.52,66162,0.0279,0.318,0.0357
27171,142543,215.6,102980,0.0218,0.3309,0.0164
27173,9569,12.61,70605,0.0323,0.1939,0.1202
28001,29425,63.64,37271,0.0713,0.2029,0.0296
28003,34717,86.78,47716,0.0637,0.1762,0.0173
28005,12683,17.37,34866,0.0745,0.0924,0.0884
28007,17842,24.28,42680,0.0715,0.1619,0.0245
28009,7637,18.78,38750,0.0444,0.11,0.0732
28011,30688,35.01,37845,0.0745,0.2717,0.07
28013,13193,22.49,44505,0.0424,0.1196,0.0834
28015,9930,15.8,42285,0.0597,0.1799,0.0235
28017,17024,33.93,40224,0.0312,0.1127,0.0457
28019,8208,19.63,41887,0.0732,0.1733,0.0707
28021,9044,18.56,34282,0.0903,0.2229,0.0442
28023,15553,22.49,46329,0.0564,0.1268,0.0724
28025,18598,45.35,37412,0.0885,0.1801,0.033
28027,21264,38.45,36075,0.1079,0.2003,0.0353
28029,28210,36.29,46889,0.0517,0.2134,0.0276
28031,18323,44.28,40164,0.0583,0.1571,0.0254
28033,186214,390.92,79666,0.0442,0.2745,0.0095
28035,77917,167.19,49340,0.0735,0.2866,0.0103
28037,7690,13.64,43942,0.026,0.1648,0.1178
28039,24547,51.28,51349,0.104,0.1601,0.0303
28041,13672,19.18,50000,0.1255,0.1136,0.0708
28043,21474,50.87,45745,0.0411,0.2208,0.0146
28045,46010,97.07,63623,0.0621,0.2437,0.0186
28047,208748,363.9,55211,0.0844,0.248,0.0097
28049,226541,260.44,48596,0.0778,0.3132,0.0055
28051,16848,22.27,28818,0.0881,0.1475,0.0199
28053,7744,18.5,31907,0.1371,0.1862,0.0847
28055,1206,2.92,17900,0.1214,0.0516,0.2541
28057,23888,44.84,57252,0.028,0.1526,0.0258
28059,143721,198.83,60045,0.0805,0.236,0.012
28061,16320,24.13,43914,0.0378,0.149,0.0676
28063,7207,13.86,31544,0.0539,0.1973,0.0333
28065,11291,27.64,36473,0.0919,0.1416,0.0312
28067,67152,96.64,49451,0.0368,0.2074,0.0486
28069,8980,11.72,42947,0.1407,0.1654,0.0469
28071,56172,88.92,59748,0.0279,0.4508,0.0092
28073,64425,129.74,67972,0.0582,0.336,0.0235
28075,72741,103.37,45649,0.0548,0.2043,0.0127
28077,11933,27.71,41096,0.1199,0.139,0.0826
28079,21335,36.6,46669,0.0599,0.1694,0.0545
28081,83343,185.22,64479,0.0556,0.2832,0.0134
28083,27920,47.0,33115,0.118,0.1922,0.0509
28085,34855,59.46,47069,0.0427,0.1918,0.0544
28087,58547,115.83,53687,0.0624,0.2611,0.0095
28089,109257,152.94,79105,0.0416,0.4955,0.0094
28091,24362,44.92,38399,0.0945,0.1127,0.0941
28093,33980,48.12,51431,0.0481,0.1398,0.01
28095,34168,44.66,51190,0.0549,0.1607,0.0098
28097,9803,24.09,36845,0.0781,0.1688,0.0185
28099,28970,50.81,47400,0.0933,0.1531,0.0372
28101,21275,36.82,49160,0.0431,0.1617,0.0537
28103,10261,14.76,42298,0.0931,0.1336,0.0769
28105,51388,112.14,42953,0.068,0.4445,0.01
28107,33157,48.39,47894,0.095,0.1604,0.0231
28109,56351,69.46,54220,0.0558,0.1594,0.0256
28111,11511,17.78,48333,0.0632,0.1078,0.0403
28113,40098,97.99,40131,0.0721,0.1674,0.0409
28115,31202,62.68,54414,0.0294,0.1785,0.0091
28117,24945,60.11,51578,0.05,0.1848,0.0094
28119,6113,15.09,31192,0.1224,0.1437,0.0343
28121,157185,202.69,76460,0.044,0.3274,0.0089
28123,27943,45.87,44968,0.0603,0.1108,0.0357
28125,3910,9.06,41000,0.1282,0.1605,0.0821
28127,25889,43.94,50867,0.0601,0.1646,0.04
28129,14310,22.49,51983,0.0349,0.1448,0.0631
28131,18360,41.21,55894,0.0812,0.1429,0.0085
28133,25867,37.07,37403,0.1109,0.1735,0.0618
28135,12621,19.56,35428,0.1105,0.1167,0.0712
28137,28094,69.41,61286,0.0725,0.1806,0.0244
28139,21769,47.55,47968,0.0597,0.1585,0.027
28141,18837,44.4,45545,0.0354,0.148,0.0035
28143,9787,21.55,41676,0.1218,0.1692,0.0491
28145,27880,67.08,55970,0.0407,0.1769,0.024
28147,13888,34.38,37145,0.0651,0.1828,0.1095
28149,44341,75.34,54117,0.047,0.2675,0.0099
28151,44604,61.61,38394,0.0951,0.206,0.0336
28153,19760,24.37,34875,0.0872,0.1984,0.0669
28155,9942,23.61,55657,0.0638,0.1791,0.0238
28157,8531,12.58,34928,0.063,0.1147,0.0064
28159,17741,29.22,45516,0.0691,0.1741,0.0587
28161,12499,26.76,47006,0.0504,0.1234,0.006
28163,27467,29.78,41867,0.104,0.1187,0.0581
29001,25299,44.59,51020,0.0546,0.3429,0.0394
29003,18069,41.77,68774,0.0415,0.2612,0.0337
29005,5270,9.63,58521,0.026,0.2131,0.1041
29007,24873,35.93,51745,0.039,0.1537,0.0514
29009,34701,44.6,55592,0.0358,0.149,0.052
29011,11683,19.73,48105,0.0612,0.1831,0.1036
29013,16101,19.24,54122,0.0751,0.1388,0.0732
29015,19616,27.86,50229,0.0499,0.1505,0.0353
29017,10658,17.25,52306,0.0487,0.117,0.03
29019,184043,268.46,66564,0.039,0.4972,0.0098
29021,84544,207.09,58303,0.0481,0.2335,0.0102
29023,42280,60.86,47245,0.0527,0.139,0.0275
29025,8876,20.82,58269,0.0479,0.1681,0.05
29027,44517,53.34,70599,0.0522,0.2487,0.0304
29029,43227,65.89,59834,0.0521,0.2256,0.0135
29031,81703,141.23,65070,0.0315,0.3363,0.0153
29033,8513,12.26,59101,0.0469,0.2074,0.1073
29035,5299,10.44,45737,0.0115,0.1484,0.0285
29037,108205,155.33,82473,0.0452,0.2786,0.0157
29039,14314,30.17,43589,0.0253,0.1733,0.0413
29041,7417,9.87,61910,0.0431,0.2145,0.0885
29043,89568,159.21,75787,0.036,0.3187,0.0104
29045,6693,13.26,53362,0.0394,0.1292,0.0564
29047,253085,636.43,82264,0.0402,0.3495,0.0077
29049,21155,50.5,66494,0.0611,0.2234,0.023
29051,76890,196.37,70667,0.0311,0.358,0.0074
29053,16893,29.91,62239,0.0498,0.2335,0.0485
29055,23023,31.01,52367,0.0694,0.1359,0.0278
29057,7598,15.51,46806,0.0566,0.144,0.08
29059,17158,31.72,46547,0.0491,0.1332,0.0465
29061,8418,14.94,59706,0.0205,0.2008,0.075
29063,11838,28.09,67910,0.031,0.1461,0.0631
29065,14509,19.27,51410,0.0478,0.1729,0.0478
29067,11803,14.51,47848,0.0652,0.1575,0.0596
29069,28174,51.99,44868,0.0573,0.1364,0.067
29071,104858,113.65,70111,0.0461,0.2138,0.0106
29073,14801,28.52,62638,0.0211,0.1935,0.0355
29075,6219,12.66,53799,0.0288,0.2115,0.0896
29077,299188,443.03,54968,0.0388,0.3239,0.0062
29079,9878,22.69,51045,0.0409,0.1499,0.0643
29081,8190,11.34,51809,0.0226,0.1692,0.0871
29083,22064,31.66,54903,0.0673,0.1588,0.0342
29085,8452,21.19,33302,0.088,0.1006,0.0455
29087,4274,9.24,55153,0.0389,0.2107,0.0968
29089,10142,21.87,59023,0.0449,0.2641,0.0417
29091,39960,43.1,46401,0.0548,0.1797,0.0205
29093,9538,17.33,53401,0.0331,0.1884,0.0773
29095,715526,1183.63,65169,0.0486,0.3296,0.0041
29097,122788,192.31,54963,0.0415,0.2474,0.0121
29099,226984,345.78,77217,0.0375,0.2276,0.0064
29101,54025,65.15,62503,0.0475,0.2843,0.0147
29103,3772,7.48,49167,0.0209,0.1597,0.1056
29105,36060,47.16,49202,0.0593,0.1688,0.0293
29107,32858,52.3,78397,0.0243,0.2286,0.0249
29109,38231,62.5,52225,0.052,0.1533,0.0378
29111,9987,19.78,49779,0.0595,0.1498,0.0333
29113,60172,96.03,82543,0.0338,0.1832,0.0126
29115,11892,19.32,58435,0.0279,0.1961,0.0479
29117,14402,27.06,58772,0.0303,0.1948,0.0351
29119,23381,43.34,46494,0.0586,0.1183,0.0475
29121,15173,18.94,54113,0.0378,0.1747,0.0392
29123,12649,25.59,54042,0.0508,0.161,0.0324
29125,8454,16.04,56491,0.0564,0.1836,0.0327
29127,28525,65.29,62492,0.0289,0.2472,0.0239
29129,3517,7.75,55592,0.0293,0.2048,0.2138
29131,24855,41.94,53490,0.0457,0.2111,0.0195
29133,12305,29.9,40833,0.0506,0.1368,0.1022
29135,15401,37.11,66792,0.0303,0.1867,0.0493
29137,8668,13.38,50245,0.0121,0.1638,0.0728
29139,11421,21.35,58660,0.0295,0.1599,0.0801
29141,21169,35.42,48841,0.035,0.1387,0.0721
29143,16341,24.21,44092,0.0398,0.1303,0.0653
29145,59019,94.47,60313,0.0422,0.222,0.0276
29147,21140,24.11,53917,0.0232,0.2605,0.0764
29149,8783,11.12,41365,0.0449,0.143,0.073
29151,13374,22.05,70313,0.01,0.2307,0.0523
29153,8688,11.66,39125,0.0615,0.1038,0.0585
29155,15555,31.58,37426,0.0957,0.1164,0.0756
29157,18970,39.99,61486,0.0515,0.2029,0.0713
29159,43059,63.12,57581,0.0387,0.1854,0.0383
29161,44843,66.75,53242,0.0416,0.3156,0.019
29163,17719,26.43,53363,0.0483,0.1536,0.0567
29165,107033,254.96,92543,0.0362,0.4431,0.0058
29167,31877,50.16,54487,0.0359,0.2027,0.0512
29169,53726,98.2,62541,0.0471,0.2694,0.0165
29171,4698,9.08,50950,0.0404,0.1842,0.0971
29173,10356,22.04,62615,0.0525,0.1576,0.0559
29175,24652,51.07,51480,0.0529,0.1709,0.0173
29177,23122,40.64,69779,0.0306,0.1513,0.0236
29179,6102,7.55,43856,0.0996,0.1418,0.1567
29181,10839,17.22,42541,0.0362,0.1186,0.0312
29183,406262,724.82,99596,0.0313,0.4197,0.0063
29185,9330,13.82,43483,0.0245,0.1236,0.0633
29186,18494,37.05,61215,0.0482,0.1638,0.0351
29187,66814,147.86,53083,0.0481,0.155,0.0155
29189,999703,1968.4,78067,0.0429,0.4608,0.0046
29195,23219,30.73,55396,0.0274,0.2499,0.0813
29197,4066,13.23,53728,0.0231,0.1236,0.0729
29199,4720,10.81,58656,0.0117,0.1461,0.1312
29201,38055,90.61,54621,0.0285,0.2117,0.029
29203,7132,7.1,46767,0.0275,0.1495,0.0699
29205,6049,12.08,50387,0.0105,0.1756,0.1017
29207,28656,34.81,51703,0.0425,0.1488,0.0573
29209,31314,67.51,58392,0.0835,0.2061,0.0253
29211,5983,9.23,53438,0.0237,0.1439,0.0763
29213,56202,88.88,54467,0.0513,0.2382,0.0113
29215,24828,21.09,42870,0.0597,0.1519,0.0721
29217,19777,23.93,53318,0.04,0.1776,0.0901
29219,35729,83.36,75531,0.048,0.1916,0.0103
29221,23580,31.03,49364,0.0441,0.1227,0.0474
29223,11081,14.6,42758,0.0826,0.1105,0.0545
29225,39265,66.26,65103,0.0484,0.1837,0.0227
29227,1982,7.43,43536,0.0085,0.1564,0.1591
29229,18475,27.1,43573,0.0484,0.1284,0.0566
29510,298018,4827.29,52941,0.0542,0.3862,0.004
30001,9469,1.71,55867,0.0277,0.3644,0.1491
30003,13090,2.62,52463,0.1499,0.1982,0.1363
30005,7030,1.66,58507,0.1316,0.2378,0.1922
30007,6977,5.85,61679,0.0819,0.2226,0.1003
30009,10645,5.2,66780,0.0494,0.3139,0.1168
30011,1332,0.4,46486,0.0236,0.2133,0.4796
30013,84423,31.29,61351,0.0326,0.276,0.0399
30015,5897,1.48,51791,0.0519,0.2452,0.251
30017,11957,3.16,61114,0.0333,0.2663,0.0794
30019,1535,1.08,47378,0.0151,0.2602,0.2309
30021,8915,3.76,68168,0.03,0.2462,0.1226
30023,9435,12.81,46436,0.038,0.2022,0.0304
30025,2941,1.81,79750,0.0,0.181,0.3534
30027,11496,2.65,58321,0.0305,0.2758,0.1869
30029,105950,20.83,68025,0.0317,0.3489,0.0418
30031,119685,45.94,83434,0.0207,0.5289,0.0342
30033,976,0.21,61786,0.0,0.214,0.4272
30035,13781,4.6,41078,0.0794,0.2047,0.0887
30037,841,0.72,54792,0.013,0.2339,0.3658
30039,3368,1.95,53917,0.0573,0.3146,0.1982
30041,16238,5.6,58427,0.0395,0.2365,0.0778
30043,12273,7.41,73875,0.0335,0.3327,0.0585
30045,2039,1.09,58750,0.0235,0.2727,0.3614
30047,31509,21.14,58009,0.0648,0.3194,0.0562
30049,71487,20.67,71967,0.0345,0.4271,0.0304
30051,1993,1.39,48047,0.0025,0.2722,0.3288
30053,20157,5.58,44593,0.0693,0.1746,0.0775
30055,1746,0.66,79022,0.0245,0.2134,0.3479
30057,8742,2.44,61226,0.0225,0.3164,0.1661
30059,1948,0.81,55753,0.0154,0.3624,0.2253
30061,4652,3.81,56098,0.0362,0.2605,0.0871
30063,118541,45.72,66840,0.0454,0.4449,0.027
