fips,approval_prob,beta_alpha,beta_beta
48263,0.7766,31.06,8.94
48265,0.5489,21.96,18.04
48267,0.5313,21.25,18.75
48269,0.6664,26.66,13.34
48271,0.3767,15.07,24.93
48273,0.747,29.88,10.12
48275,0.3554,14.21,25.79
48277,0.3384,13.53,26.47
48279,0.3767,15.07,24.93
48281,0.7194,28.77,11.23
48283,0.3902,15.61,24.39
48285,0.3554,14.21,25.79
48287,0.3518,14.07,25.93
48289,0.5734,22.94,17.06
48291,0.4666,18.66,21.34
48293,0.3384,13.53,26.47
48295,0.7557,30.23,9.77
48297,0.3767,15.07,24.93
48299,0.7602,30.41,9.59
48301,0.3767,15.07,24.93
48303,0.2889,11.56,28.44
48305,0.4405,17.62,22.38
48307,0.6259,25.04,14.96
48309,0.2654,10.62,29.38
48311,0.3767,15.07,24.93
48313,0.5734,22.94,17.06
48315,0.5734,22.94,17.06
48317,0.7201,28.8,11.2
48319,0.5245,20.98,19.02
48321,0.6259,25.04,14.96
48323,0.6435,25.74,14.26
48325,0.5114,20.46,19.54
48327,0.6513,26.05,13.95
48329,0.3203,12.81,27.19
48331,0.4031,16.12,23.88
48333,0.5425,21.7,18.3
48335,0.3767,15.07,24.93
48337,0.6259,25.04,14.96
48339,0.2307,9.23,30.77
48341,0.3384,13.53,26.47
48343,0.5734,22.94,17.06
48345,0.3923,15.69,24.31
48347,0.4816,19.26,20.74
48349,0.5033,20.13,19.87
48351,0.5734,22.94,17.06
48353,0.6259,25.04,14.96
48355,0.4673,18.69,21.31
48357,0.3554,14.21,25.79
48359,0.5214,20.85,19.15
48361,0.8,32.0,8.0
48363,0.5734,22.94,17.06
48365,0.3767,15.07,24.93
48367,0.4164,16.66,23.34
48369,0.3767,15.07,24.93
48371,0.1792,7.17,32.83
48373,0.5734,22.94,17.06
48375,0.4476,17.9,22.1
48377,0.747,29.88,10.12
48379,0.3554,14.21,25.79
48381,0.4392,17.57,22.43
48383,0.7201,28.8,11.2
48385,0.3767,15.07,24.93
48387,0.3384,13.53,26.47
48389,0.6259,25.04,14.96
48391,0.5734,22.94,17.06
48393,0.3384,13.53,26.47
48395,0.5734,22.94,17.06
48397,0.4429,17.72,22.28
48399,0.3554,14.21,25.79
48401,0.5978,23.91,16.09
48403,0.6259,25.04,14.96
48405,0.5734,22.94,17.06
48407,0.5978,23.91,16.09
48409,0.3938,15.75,24.25
48411,0.3767,15.07,24.93
48413,0.6259,25.04,14.96
48415,0.3767,15.07,24.93
48417,0.6715,26.86,13.14
48419,0.3767,15.07,24.93
48421,0.3554,14.21,25.79
48423,0.7416,29.67,10.33
48425,0.4445,17.78,22.22
48427,0.747,29.88,10.12
48429,0.6259,25.04,14.96
48431,0.3767,15.07,24.93
48433,0.3923,15.69,24.31
48435,0.5978,23.91,16.09
48437,0.6259,25.04,14.96
48439,0.7644,30.58,9.42
48441,0.1583,6.33,33.67
48443,0.5425,21.7,18.3
48445,0.6259,25.04,14.96
48447,0.3767,15.07,24.93
48449,0.3384,13.53,26.47
48451,0.2877,11.51,28.49
48453,0.3069,12.28,27.72
48455,0.5734,22.94,17.06
48457,0.5734,22.94,17.06
48459,0.2319,9.28,30.72
48461,0.6259,25.04,14.96
48463,0.3767,15.07,24.93
48465,0.3262,13.05,26.95
48467,0.3767,15.07,24.93
48469,0.4143,16.57,23.43
48471,0.6075,24.3,15.7
48473,0.4854,19.41,20.59
48475,0.7152,28.61,11.39
48477,0.7006,28.02,11.98
48479,0.6626,26.51,13.49
48481,0.6259,25.04,14.96
48483,0.6259,25.04,14.96
48485,0.4207,16.83,23.17
48487,0.5164,20.66,19.34
48489,0.747,29.88,10.12
48491,0.2983,11.93,28.07
48493,0.4522,18.09,21.91
48495,0.2509,10.04,29.96
48497,0.2392,9.57,30.43
48499,0.4651,18.6,21.4
48501,0.3214,12.85,27.15
48503,0.3767,15.07,24.93
48505,0.5577,22.31,17.69
48507,0.747,29.88,10.12
49001,0.44,17.6,22.4
49003,0.44,17.6,22.4
49005,0.44,17.6,22.4
49007,0.44,17.6,22.4
49009,0.44,17.6,22.4
49011,0.44,17.6,22.4
49013,0.44,17.6,22.4
49015,0.44,17.6,22.4
49017,0.44,17.6,22.4
49019,0.44,17.6,22.4
49021,0.44,17.6,22.4
49023,0.44,17.6,22.4
49025,0.44,17.6,22.4
49027,0.44,17.6,22.4
49029,0.44,17.6,22.4
49031,0.44,17.6,22.4
49033,0.44,17.6,22.4
49035,0.44,17.6,22.4
49037,0.44,17.6,22.4
49039,0.44,17.6,22.4
49041,0.44,17.6,22.4
49043,0.44,17.6,22.4
49045,0.44,17.6,22.4
49047,0.44,17.6,22.4
49049,0.44,17.6,22.4
49051,0.44,17.6,22.4
49053,0.44,17.6,22.4
49055,0.44,17.6,22.4
49057,0.44,17.6,22.4
50001,0.44,17.6,22.4
50003,0.44,17.6,22.4
50005,0.44,17.6,22.4
50007,0.44,17.6,22.4
50009,0.44,17.6,22.4
50011,0.44,17.6,22.4
50013,0.44,17.6,22.4
50015,0.44,17.6,22.4
50017,0.44,17.6,22.4
50019,0.44,17.6,22.4
50021,0.44,17.6,22.4
50023,0.44,17.6,22.4
50025,0.44,17.6,22.4
50027,0.44,17.6,22.4
51001,0.5245,20.98,19.02
51003,0.601,24.04,15.96
51005,0.4059,16.24,23.76
51007,0.3926,15.7,24.3
51009,0.4285,17.14,22.86
51011,0.3926,15.7,24.3
51013,0.5659,22.63,17.37
51015,0.4366,17.46,22.54
51017,0.3926,15.7,24.3
51019,0.6841,27.36,12.64
51021,0.3766,15.06,24.94
51023,0.5987,23.95,16.05
51025,0.67,26.8,13.2
51027,0.5793,23.17,16.83
51029,0.5282,21.13,18.87
51031,0.646,25.84,14.16
51033,0.69,27.6,12.4
51035,0.5793,23.17,16.83
51036,0.5245,20.98,19.02
51037,0.3926,15.7,24.3
51041,0.5998,23.99,16.01
51043,0.6303,25.21,14.79
51045,0.3926,15.7,24.3
51047,0.3819,15.28,24.72
51049,0.428,17.12,22.88
51051,0.3926,15.7,24.3
51053,0.6323,25.29,14.71
51057,0.7113,28.45,11.55
51059,0.4617,18.47,21.53
51061,0.2641,10.56,29.44
51063,0.3766,15.06,24.94
51065,0.6193,24.77,15.23
51067,0.2562,10.25,29.75
51069,0.6293,25.17,14.83
51071,0.6173,24.69,15.31
51073,0.4666,18.66,21.34
51075,0.2098,8.39,31.61
51077,0.3489,13.96,26.04
51079,0.6788,27.15,12.85
51081,0.67,26.8,13.2
51083,0.2964,11.86,28.14
51085,0.2,8.0,32.0
51087,0.504,20.16,19.84
51089,0.5095,20.38,19.62
51091,0.6809,27.24,12.76
51093,0.6576,26.3,13.7
51095,0.6277,25.11,14.89
51097,0.6409,25.63,14.37
51099,0.5966,23.86,16.14
51101,0.6282,25.13,14.87
51103,0.7166,28.66,11.34
51105,0.5582,22.33,17.67
51107,0.6462,25.85,14.15
51109,0.7001,28.0,12.0
51111,0.3573,14.29,25.71
51113,0.5974,23.9,16.1
51115,0.6987,27.95,12.05
51117,0.3319,13.28,26.72
51119,0.6358,25.43,14.57
51121,0.7022,28.09,11.91
51125,0.659,26.36,13.64
51127,0.617,24.68,15.32
51131,0.7066,28.26,11.74
51133,0.6828,27.31,12.69
51135,0.5282,21.13,18.87
51137,0.3359,13.44,26.56
51139,0.596,23.84,16.16
51141,0.4324,17.29,22.71
51143,0.2341,9.37,30.63
51145,0.4786,19.14,20.86
51147,0.7115,28.46,11.54
51149,0.6539,26.15,13.85
51153,0.3231,12.92,27.08
51155,0.6152,24.61,15.39
51157,0.695,27.8,12.2
51159,0.3787,15.15,24.85
51161,0.6333,25.33,14.67
51163,0.5272,21.09,18.91
51165,0.6451,25.8,14.2
51167,0.5582,22.33,17.67
51169,0.3823,15.29,24.71
51171,0.3004,12.01,27.99
51173,0.6148,24.59,15.41
51175,0.621,24.84,15.16
51177,0.6851,27.41,12.59
51179,0.5063,20.25,19.75
51181,0.7146,28.59,11.41
51183,0.67,26.8,13.2
51185,0.5582,22.33,17.67
51187,0.6126,24.5,15.5
51191,0.321,12.84,27.16
51193,0.67,26.8,13.2
51195,0.5793,23.17,16.83
51197,0.5582,22.33,17.67
51199,0.667,26.68,13.32
51510,0.6136,24.55,15.45
51520,0.4838,19.35,20.65
51530,0.4116,16.47,23.53
51540,0.7074,28.3,11.7
51550,0.6272,25.09,14.91
51570,0.7055,28.22,11.78
51580,0.4916,19.66,20.34
51590,0.6781,27.12,12.88
51595,0.6753,27.01,12.99
51600,0.6279,25.11,14.89
51610,0.696,27.84,12.16
51620,0.703,28.12,11.88
51630,0.708,28.32,11.68
51640,0.6224,24.9,15.1
51650,0.6885,27.54,12.46
51660,0.7018,28.07,11.93
51670,0.703,28.12,11.88
51678,0.6758,27.03,12.97
51680,0.7138,28.55,11.45
51683,0.5515,22.06,17.94
51685,0.6263,25.05,14.95
51690,0.5153,20.61,19.39
51700,0.7057,28.23,11.77
51710,0.7036,28.14,11.86
51720,0.5952,23.81,16.19
51730,0.703,28.12,11.88
51735,0.6391,25.56,14.44
51740,0.702,28.08,11.92
51750,0.7136,28.54,11.46
51760,0.6734,26.93,13.07
51770,0.7092,28.37,11.63
51775,0.6916,27.67,12.33
51790,0.7169,28.68,11.32
51800,0.7039,28.16,11.84
51810,0.5154,20.62,19.38
51820,0.7145,28.58,11.42
51830,0.7139,28.56,11.44
51840,0.7104,28.42,11.58
53001,0.44,17.6,22.4
53003,0.44,17.6,22.4
53005,0.44,17.6,22.4
53007,0.44,17.6,22.4
53009,0.44,17.6,22.4
53011,0.44,17.6,22.4
53013,0.44,17.6,22.4
53015,0.44,17.6,22.4
53017,0.44,17.6,22.4
53019,0.44,17.6,22.4
53021,0.44,17.6,22.4
53023,0.44,17.6,22.4
53025,0.44,17.6,22.4
53027,0.44,17.6,22.4
53029,0.44,17.6,22.4
53031,0.44,17.6,22.4
53033,0.44,17.6,22.4
53035,0.44,17.6,22.4
53037,0.44,17.6,22.4
53039,0.44,17.6,22.4
53041,0.44,17.6,22.4
53043,0.44,17.6,22.4
53045,0.44,17.6,22.4
53047,0.44,17.6,22.4
53049,0.44,17.6,22.4
53051,0.44,17.6,22.4
53053,0.44,17.6,22.4
53055,0.44,17.6,22.4
53057,0.44,17.6,22.4
53059,0.44,17.6,22.4
53061,0.44,17.6,22.4
53063,0.44,17.6,22.4
53065,0.44,17.6,22.4
53067,0.44,17.6,22.4
53069,0.44,17.6,22.4
53071,0.44,17.6,22.4
53073,0.44,17.6,22.4
53075,0.44,17.6,22.4
53077,0.44,17.6,22.4
54001,0.44,17.6,22.4
54003,0.44,17.6,22.4
54005,0.44,17.6,22.4
54007,0.44,17.6,22.4
54009,0.44,17.6,22.4
54011,0.44,17.6,22.4
54013,0.44,17.6,22.4
54015,0.44,17.6,22.4
54017,0.44,17.6,22.4
54019,0.44,17.6,22.4
54021,0.44,17.6,22.4
54023,0.44,17.6,22.4
54025,0.44,17.6,22.4
54027,0.44,17.6,22.4
54029,0.44,17.6,22.4
54031,0.44,17.6,22.4
54033,0.44,17.6,22.4
54035,0.44,17.6,22.4
54037,0.44,17.6,22.4
54039,0.44,17.6,22.4
54041,0.44,17.6,22.4
54043,0.44,17.6,22.4
54045,0.44,17.6,22.4
54047,0.44,17.6,22.4
54049,0.44,17.6,22.4
54051,0.44,17.6,22.4
54053,0.44,17.6,22.4
54055,0.44,17.6,22.4
54057,0.44,17.6,22.4
54059,0.44,17.6,22.4
54061,0.44,17.6,22.4
54063,0.44,17.6,22.4
54065,0.44,17.6,22.4
54067,0.44,17.6,22.4
54069,0.44,17.6,22.4
54071,0.44,17.6,22.4
54073,0.44,17.6,22.4
54075,0.44,17.6,22.4
54077,0.44,17.6,22.4
54079,0.44,17.6,22.4
54081,0.44,17.6,22.4
54083,0.44,17.6,22.4
54085,0.44,17.6,22.4
54087,0.44,17.6,22.4
54089,0.44,17.6,22.4
54091,0.44,17.6,22.4
54093,0.44,17.6,22.4
54095,0.44,17.6,22.4
54097,0.44,17.6,22.4
54099,0.44,17.6,22.4
54101,0.44,17.6,22.4
54103,0.44,17.6,22.4
54105,0.44,17.6,22.4
54107,0.44,17.6,22.4
54109,0.44,17.6,22.4
55001,0.2844,11.38,28.62
55003,0.2995,11.98,28.02
55005,0.245,9.8,30.2
55007,0.4736,18.94,21.06
55009,0.6345,25.38,14.62
55011,0.245,9.8,30.2
55013,0.301,12.04,27.96
55015,0.2717,10.87,29.13
55017,0.2711,10.84,29.16
55019,0.245,9.8,30.2
55021,0.2848,11.39,28.61
55023,0.2893,11.57,28.43
55025,0.245,9.8,30.2
55027,0.245,9.8,30.2
55029,0.4579,18.32,21.68
55031,0.3142,12.57,27.43
55033,0.4907,19.63,20.37
55035,0.4561,18.24,21.76
55037,0.2944,11.77,28.23
55039,0.245,9.8,30.2
55041,0.245,9.8,30.2
55043,0.2768,11.07,28.93
55045,0.4177,16.71,23.29
55047,0.245,9.8,30.2
55049,0.3846,15.38,24.62
55051,0.245,9.8,30.2
55053,0.2859,11.43,28.57
55055,0.41,16.4,23.6
55057,0.245,9.8,30.2
55059,0.4628,18.51,21.49
55061,0.245,9.8,30.2
55063,0.4355,17.42,22.58
55065,0.2731,10.92,29.08
55067,0.306,12.24,27.76
55069,0.2844,11.38,28.62
55071,0.245,9.8,30.2
55073,0.3517,14.07,25.93
55075,0.245,9.8,30.2
55077,0.245,9.8,30.2
55078,0.4222,16.89,23.11
55079,0.4471,17.88,22.12
55081,0.245,9.8,30.2
55083,0.2747,10.99,29.01
55085,0.3661,14.65,25.35
55087,0.3226,12.9,27.1
55089,0.245,9.8,30.2
55091,0.2744,10.97,29.03
55093,0.3503,14.01,25.99
55095,0.2757,11.03,28.97
55097,0.5682,22.73,17.27
55099,0.245,9.8,30.2
55101,0.4508,18.03,21.97
55103,0.2893,11.57,28.43
55105,0.2788,11.15,28.85
55107,0.306,12.24,27.76
55109,0.3115,12.46,27.54
55111,0.4301,17.2,22.8
55113,0.5653,22.61,17.39
55115,0.245,9.8,30.2
55117,0.3646,14.58,25.42
55119,0.245,9.8,30.2
55121,0.247,9.88,30.12
55123,0.2993,11.97,28.03
55125,0.2802,11.21,28.79
55127,0.3367,13.47,26.53
55129,0.245,9.8,30.2
55131,0.341,13.64,26.36
55133,0.245,9.8,30.2
55135,0.276,11.04,28.96
55137,0.245,9.8,30.2
55139,0.5099,20.39,19.61
55141,0.245,9.8,30.2
56001,0.4895,19.58,20.42
56003,0.4777,19.11,20.89
56005,0.3838,15.35,24.65
56007,0.4777,19.11,20.89
56009,0.413,16.52,23.48
56011,0.4445,17.78,22.22
56013,0.4829,19.31,20.69
56015,0.4321,17.29,22.71
56017,0.4608,18.43,21.57
56019,0.4848,19.39,20.61
56021,0.3854,15.42,24.58
56023,0.4016,16.07,23.93
56025,0.4854,19.42,20.58
56027,0.4777,19.11,20.89
56029,0.4483,17.93,22.07
56031,0.4272,17.09,22.91
56033,0.4919,19.68,20.32
56035,0.4425,17.7,22.3
56037,0.4418,17.67,22.33
56039,0.4509,18.03,21.97
56041,0.4159,16.64,23.36
56043,0.4272,17.09,22.91
56045,0.4545,18.18,21.82
